,name,species,gender,breed
2300,Laney,feline,F,domestic long hair
2301,Lassie,canine,M,canaan
2302,Lassie,feline,M,maine coon
2303,Latte,canine,M,husky
2304,Latte,feline,M,domestic shorthair
2305,Layla,canine,F,canaan
2306,Layla,feline,F,domestic shorthair
2307,Lazarus,canine,M,canaan
2308,Lazarus,feline,M,domestic long hair
2309,Lefty,canine,M,labrador
2310,Lefty,feline,M,angora
2311,Leo,canine,M,canaan
2312,Leo,feline,M,domestic shorthair
2313,Levi,canine,M,rhodesian ridgeback
2314,Levi,feline,M,domestic long hair
2315,Lexi,canine,F,canaan
2316,Lexi,feline,F,chinchilla
2317,Lexie,canine,F,rottweiler
2318,Lexie,feline,F,domestic long hair
2319,Lexus,canine,F,canaan
2320,Lexus,feline,F,domestic shorthair
2321,Libby,canine,F,canaan
2322,Libby,feline,F,domestic shorthair
2323,Lightning,canine,F,golden retriever
2324,Lightning,feline,F,domestic shorthair
2325,Lincoln,canine,M,saluki
2326,Lincoln,feline,M,angora
2327,Linus,canine,M,canaan
2328,Linus,feline,M,domestic shorthair
2329,Little Bit,canine,M,pinscher miniature
2330,Little Bit,feline,M,domestic shorthair
2331,Little-guy,canine,M,samoyed
2332,Little-guy,feline,M,domestic long hair
2333,Little-one,canine,M,canaan
2334,Little-one,feline,M,domestic long hair
2335,Little-rascal,canine,M,terrier
2336,Little-rascal,feline,M,domestic long hair
2337,Logan,canine,M,rottweiler
2338,Logan,feline,M,turkish van
2339,Loki,canine,M,german shepherd
2340,Loki,feline,M,angora
2341,Lou,canine,M,terrier
2342,Lou,feline,M,angora
2343,Louie,canine,M,canaan
2344,Louie,feline,M,domestic shorthair
2345,Louis,canine,M,canaan
2346,Louis,feline,M,domestic shorthair
2347,Lucas,canine,M,saluki
2348,Lucas,feline,M,domestic long hair
2349,Lucifer,canine,M,tibetan terrier
2350,Lucifer,feline,M,angora
2351,Lucky,canine,M,labrador
2352,Lucky,feline,M,domestic long hair
2353,Mac,canine,M,pitbull
2354,Mac,feline,M,domestic long hair
2355,Macho,canine,M,canaan
2356,Macho,feline,M,domestic shorthair
2357,Macintosh,canine,M,doberman
2358,Macintosh,feline,M,domestic long hair
2359,Mack,canine,M,canaan
2360,Mack,feline,M,shirazi
2361,Magic,canine,M,german shepherd
2362,Magic,feline,M,domestic shorthair
2363,Major,canine,M,canaan
2364,Major,feline,M,domestic long hair
2365,Mandi,canine,M,canaan
2366,Mandi,feline,F,domestic long hair
2367,Mandy,canine,F,pointer
2368,Mandy,feline,F,domestic long hair
2369,Mango,canine,F,canaan
2370,Mango,feline,F,domestic shorthair
2371,Marble,canine,F,canaan
2372,Marble,feline,F,domestic long hair
2373,Mariah,canine,F,canaan
2374,Mariah,feline,F,scottish fold
2375,Marley,canine,F,terrier
2376,Marley,feline,F,domestic long hair
2377,Mary,canine,F,pitbull
2378,Mary,feline,F,domestic shorthair
2379,Mary Jane,canine,F,canaan
2380,Mary Jane,feline,F,british shorthair
2381,Mason,canine,F,canaan
2382,Mason,feline,M,domestic long hair
2383,Mattie,canine,M,german shepherd
2384,Mattie,feline,F,domestic long hair
2385,Maverick,canine,F,canaan
2386,Maverick,feline,M,domestic long hair
2387,Max,canine,M,canaan
2388,Max,feline,M,domestic long hair
2389,Maximus,canine,M,husky
2390,Maximus,feline,M,domestic shorthair
2391,Maxine,canine,M,canaan
2392,Maxine,feline,F,domestic long hair
2393,Maxwell,canine,F,canaan
2394,Maxwell,feline,M,turkish angora
2395,May,canine,M,canaan
2396,May,feline,F,domestic long hair
2397,Maya,canine,F,canaan
2398,Maya,feline,F,angora
2399,Mcduff,canine,F,husky
2400,Mcduff,feline,M,domestic long hair
2401,Mckenzie,canine,M,canaan
2402,Mckenzie,feline,F,domestic long hair
2403,Meadow,canine,F,canaan
2404,Meadow,feline,F,domestic long hair
2405,Megan,canine,F,canaan
2406,Megan,feline,F,domestic long hair
2407,Meggie,canine,F,pitbull
2408,Meggie,feline,F,domestic long hair
2409,Mercedes,canine,F,canaan
2410,Mercedes,feline,F,persian
2411,Mercle,canine,F,canaan
2412,Mercle,feline,M,british shorthair
2413,Merlin,canine,M,rottweiler
2414,Merlin,feline,M,domestic shorthair
2415,Mia,canine,M,canaan
2416,Mia,feline,F,domestic shorthair
2417,Miasy,canine,F,poodle
2418,Miasy,feline,F,domestic long hair
2419,Michael,canine,F,canaan
2420,Michael,feline,M,domestic shorthair
2421,Mickey,canine,M,rottweiler
2422,Mickey,feline,M,domestic long hair
2423,Midnight,canine,M,canaan
2424,Midnight,feline,M,domestic long hair
2425,Mikey,canine,M,canaan
2426,Mikey,feline,M,scottish fold
2427,Miko,canine,M,canaan
2428,Miko,feline,M,domestic long hair
2429,Miles,canine,M,canaan
2430,Miles,feline,M,himalayan
2431,Miller,canine,M,canaan
2432,Miller,feline,M,himalayan
2433,Millie,canine,M,canaan
2434,Millie,feline,F,domestic long hair
2435,Milo,canine,F,canaan
2436,Milo,feline,M,domestic shorthair
2437,Mimi,canine,M,canaan
2438,Mimi,feline,F,himalayan
2439,Mindy,canine,F,rottweiler
2440,Mindy,feline,F,scottish fold
2441,Ming,canine,F,rottweiler
2442,Ming,feline,F,domestic long hair
2443,Mini,canine,F,canaan
2444,Mini,feline,F,domestic long hair
2445,Minnie,canine,F,canaan
2446,Minnie,feline,F,shirazi
2447,Mischief,canine,F,husky
2448,Mischief,feline,F,domestic long hair
2449,Misha,canine,F,canaan
2450,Misha,feline,F,scottish fold
2451,Miss Kitty,canine,F,canaan
2452,Miss Kitty,feline,F,domestic shorthair
2453,Miss Priss,canine,F,canaan
2454,Miss Priss,feline,F,domestic long hair
2455,Missie,canine,F,canaan
2456,Missie,feline,F,domestic long hair
2457,Missy,canine,F,rottweiler
2458,Missy,feline,F,domestic shorthair
2459,Mister,canine,F,canaan
2460,Mister,feline,M,domestic shorthair
2461,Misty,canine,F,canaan
2462,Misty,feline,F,domestic long hair
2463,Mitch,canine,M,canaan
2464,Mitch,feline,M,siamese
2465,Mittens,canine,F,canaan
2466,Mittens,feline,F,domestic long hair
2467,Mitzi,canine,F,saluki
2468,Mitzi,feline,F,shirazi
2469,Mitzy,canine,F,rottweiler
2470,Mitzy,feline,F,domestic long hair
2471,Mo,canine,M,canaan
2472,Mo,feline,M,domestic shorthair
2473,Mocha,canine,F,pitbull
2474,Mocha,feline,F,domestic long hair
2475,Mojo,canine,M,canaan
2476,Mojo,feline,M,domestic shorthair
2477,Mollie,canine,F,labrador
2478,Mollie,feline,F,domestic long hair
2479,Molly,canine,F,canaan
2480,Molly,feline,F,british shorthair
2481,Mona,canine,F,canaan
2482,Mona,feline,F,domestic long hair
2483,Monkey,canine,M,german shepherd
2484,Monkey,feline,M,domestic shorthair
2485,Monster,canine,M,labrador
2486,Monster,feline,M,domestic long hair
2487,Montana,canine,M,terrier
2488,Montana,feline,M,maine coon
2489,Montgomery,canine,M,canaan
2490,Montgomery,feline,M,domestic shorthair
2491,Monty,canine,M,golden retriever
2492,Monty,feline,M,domestic long hair
2493,Moocher,canine,M,canaan
2494,Moocher,feline,M,chinchilla
2495,Moochie,canine,M,terrier
2496,Moochie,feline,M,domestic long hair
2497,Mookie,canine,M,german shepherd
2498,Mookie,feline,M,british shorthair
2499,Moonshine,canine,M,husky
2500,Moonshine,feline,M,domestic long hair
2501,Moose,canine,M,husky
2502,Moose,feline,M,domestic long hair
2503,Morgan,canine,M,canaan
2504,Morgan,feline,M,domestic shorthair
2505,Moses,canine,M,husky
2506,Moses,feline,M,domestic shorthair
2507,Mouse,canine,M,canaan
2508,Mouse,feline,M,domestic long hair
2509,Mr Kitty,canine,M,canaan
2510,Mr Kitty,feline,M,domestic shorthair
2511,Muffin,canine,M,canaan
2512,Muffin,feline,M,domestic shorthair
2513,Muffy,canine,M,canaan
2514,Muffy,feline,M,domestic long hair
2515,Mugsy,canine,M,maltese terrier
2516,Mugsy,feline,M,shirazi
2517,Mulligan,canine,M,rottweiler
2518,Mulligan,feline,M,angora
2519,Munchkin,canine,M,canaan
2520,Munchkin,feline,M,domestic long hair
2521,Murphy,canine,M,canaan
2522,Murphy,feline,M,domestic long hair
2523,Nakita,canine,F,canaan
2524,Nakita,feline,F,domestic long hair
2525,Nala,canine,F,canaan
2526,Nala,feline,F,domestic long hair
2527,Nana,canine,F,canaan
2528,Nana,feline,F,domestic long hair
2529,Napoleon,canine,M,terrier
2530,Napoleon,feline,M,domestic long hair
2531,Natasha,canine,F,maltese terrier
2532,Natasha,feline,F,domestic long hair
2533,Nathan,canine,M,canaan
2534,Nathan,feline,M,shirazi
2535,Nellie,canine,F,maltese terrier
2536,Nellie,feline,F,domestic long hair
2537,Nemo,canine,M,canaan
2538,Nemo,feline,M,domestic long hair
2539,Nena,canine,F,husky
2540,Nena,feline,F,domestic long hair
2541,Nero,canine,M,rottweiler
2542,Nero,feline,M,domestic shorthair
2543,Nestle,canine,M,canaan
2544,Nestle,feline,M,shirazi
2545,Newt,canine,M,german shepherd
2546,Newt,feline,M,domestic long hair
2547,Newton,canine,M,terrier
2548,Newton,feline,M,domestic long hair
2549,Nibbles,canine,M,canaan
2550,Nibbles,feline,M,domestic shorthair
2551,Nibby,canine,M,canaan
2552,Nibby,feline,M,domestic shorthair
2553,Nibby-nose,canine,M,canaan
2554,Nibby-nose,feline,M,domestic shorthair
2555,Nick,canine,M,maltese terrier
2556,Nick,feline,M,domestic shorthair
2557,Nickers,canine,M,canaan
2558,Nickers,feline,M,domestic shorthair
2559,Nickie,canine,M,chowchow
2560,Nickie,feline,M,domestic shorthair
2561,Nicky,canine,M,german shepherd
2562,Nicky,feline,M,domestic shorthair
2563,Nico,canine,M,pitbull
2564,Nico,feline,M,domestic shorthair
2565,Nike,canine,M,canaan
2566,Nike,feline,M,domestic shorthair
2567,Niki,canine,M,canaan
2568,Niki,feline,M,domestic long hair
2569,Nikita,canine,F,golden retriever
2570,Nikita,feline,F,domestic shorthair
2571,Nikki,canine,F,canaan
2572,Nikki,feline,F,domestic long hair
2573,Niko,canine,F,canaan
2574,Niko,feline,F,angora
2575,Nina,canine,F,pitbull
2576,Nina,feline,F,scottish fold
2577,Nitro,canine,M,rottweiler
2578,Nitro,feline,M,domestic long hair
2579,Nobel,canine,M,canaan
2580,Nobel,feline,M,domestic shorthair
2581,Noel,canine,M,canaan
2582,Noel,feline,M,domestic long hair
2583,Nona,canine,M,canaan
2584,Nona,feline,M,domestic long hair
2585,Noodles,canine,M,canaan
2586,Noodles,feline,M,domestic long hair
2587,Norton,canine,M,labrador
2588,Norton,feline,M,domestic long hair
2589,Nosey,canine,M,canaan
2590,Nosey,feline,M,domestic shorthair
2591,Nugget,canine,M,golden retriever
2592,Nugget,feline,M,domestic long hair
2593,Nutmeg,canine,M,maltese terrier
2594,Nutmeg,feline,M,shirazi
2595,Oakley,canine,M,canaan
2596,Oakley,feline,M,domestic shorthair
2597,Obie,canine,M,labrador
2598,Obie,feline,M,domestic long hair
2599,Odie,canine,M,maltese terrier
2600,Odie,feline,M,domestic shorthair
2601,Old Glory,canine,M,husky
2602,Old Glory,feline,M,domestic long hair
2603,Olive,canine,F,canaan
2604,Olive,feline,F,domestic long hair
2605,Oliver,canine,M,canaan
2606,Oliver,feline,M,domestic long hair
2607,Olivia,canine,F,canaan
2608,Olivia,feline,F,domestic shorthair
2609,Ollie,canine,F,canaan
2610,Ollie,feline,F,scottish fold
2611,Onie,canine,F,canaan
2612,Onie,feline,F,domestic long hair
2613,Onyx,canine,M,canaan
2614,Onyx,feline,M,domestic shorthair
2615,Opie,canine,M,canaan
2616,Opie,feline,M,domestic long hair
2617,Oreo,canine,M,canaan
2618,Oreo,feline,M,domestic long hair
2619,Oscar,canine,M,canaan
2620,Oscar,feline,M,domestic long hair
2621,Otis,canine,M,canaan
2622,Otis,feline,M,domestic shorthair
2623,Otto,canine,M,terrier
2624,Otto,feline,M,domestic shorthair
2625,Oz,canine,M,canaan
2626,Oz,feline,M,domestic long hair
2627,Ozzie,canine,M,rottweiler
2628,Ozzie,feline,M,domestic shorthair
2629,Ozzy,canine,M,german shepherd
2630,Ozzy,feline,M,domestic long hair
2631,Pablo,canine,M,rottweiler
2632,Pablo,feline,M,domestic shorthair
2633,Paco,canine,M,golden retriever
2634,Paco,feline,M,domestic long hair
2635,Paddington,canine,M,rottweiler
2636,Paddington,feline,M,domestic long hair
2637,Paddy,canine,M,labrador
2638,Paddy,feline,M,scottish fold
2639,Panda,canine,M,terrier
2640,Panda,feline,M,domestic long hair
2641,Pandora,canine,F,rhodesian ridgeback
2642,Pandora,feline,F,domestic long hair
2643,Panther,canine,M,husky
2644,Panther,feline,M,domestic shorthair
2645,Papa,canine,M,husky
2646,Papa,feline,M,domestic long hair
2647,Paris,canine,M,german shepherd
2648,Paris,feline,M,domestic long hair
2649,Parker,canine,M,pomeranian
2650,Parker,feline,M,domestic shorthair
2651,Pasha,canine,M,canaan
2652,Pasha,feline,M,domestic long hair
2653,Patch,canine,M,canaan
2654,Patch,feline,M,domestic shorthair
2655,Patches,canine,M,canaan
2656,Patches,feline,M,domestic long hair
2657,Patricky,canine,M,canaan
2658,Patricky,feline,M,domestic long hair
2659,Patsy,canine,F,terrier
2660,Patsy,feline,F,angora
2661,Patty,canine,F,canaan
2662,Patty,feline,F,domestic long hair
2663,Peaches,canine,F,terrier
2664,Peaches,feline,F,domestic shorthair
2665,Peanut,canine,M,doberman
2666,Peanut,feline,M,domestic long hair
2667,Peanuts,canine,M,pitbull
2668,Peanuts,feline,M,domestic long hair
2669,Pearl,canine,F,canaan
2670,Pearl,feline,F,domestic shorthair
2671,Pebbles,canine,M,canaan
2672,Pebbles,feline,M,domestic long hair
2673,Pedro,canine,M,canaan
2674,Pedro,feline,M,domestic long hair
2675,Penny,canine,F,canaan
2676,Penny,feline,F,scottish fold
2677,Pepe,canine,M,husky
2678,Pepe,feline,M,domestic long hair
2679,Pepper,canine,M,pitbull
2680,Pepper,feline,M,domestic long hair
2681,Peppy,canine,M,canaan
2682,Peppy,feline,M,angora
2683,Pepsi,canine,M,canaan
2684,Pepsi,feline,M,domestic shorthair
2685,Persy,canine,M,golden retriever
2686,Persy,feline,M,angora
2687,Pete,canine,M,rottweiler
2688,Pete,feline,M,domestic long hair
2689,Peter,canine,M,golden retriever
2690,Peter,feline,M,domestic long hair
2691,Petey,canine,M,tibetan terrier
2692,Petey,feline,M,domestic shorthair
2693,Petie,canine,M,canaan
2694,Petie,feline,M,angora
2695,Phantom,canine,M,canaan
2696,Phantom,feline,M,domestic long hair
2697,Phoebe,canine,F,canaan
2698,Phoebe,feline,F,domestic long hair
2699,Phoenix,canine,M,husky
2700,Phoenix,feline,M,himalayan
2701,Picasso,canine,M,cocker spaniel
2702,Picasso,feline,M,domestic long hair
2703,Pickles,canine,M,rottweiler
2704,Pickles,feline,M,domestic shorthair
2705,Pierre,canine,M,canaan
2706,Pierre,feline,M,domestic shorthair
2707,Piggy,canine,M,canaan
2708,Piggy,feline,M,domestic long hair
2709,Piglet,canine,M,canaan
2710,Piglet,feline,M,himalayan
2711,Pink Panther,canine,M,samoyed
2712,Pink Panther,feline,M,domestic shorthair
2713,Pinky,canine,M,rottweiler
2714,Pinky,feline,M,turkish angora
2715,Pinto,canine,M,canaan
2716,Pinto,feline,M,domestic long hair
2717,Pip-squeek,canine,M,canaan
2718,Pip-squeek,feline,M,maine coon
2719,Piper,canine,F,rottweiler
2720,Piper,feline,F,domestic shorthair
2721,Pippin,canine,F,canaan
2722,Pippin,feline,F,domestic long hair
2723,Pippy,canine,F,rottweiler
2724,Pippy,feline,F,domestic long hair
2725,Pirate,canine,M,pitbull
2726,Pirate,feline,M,domestic long hair
2727,Pixie,canine,F,canaan
2728,Pixie,feline,F,domestic shorthair
2729,Plato,canine,M,canaan
2730,Plato,feline,M,scottish fold
2731,Pluto,canine,M,rottweiler
2732,Pluto,feline,M,domestic long hair
2733,Pockets,canine,M,canaan
2734,Pockets,feline,M,domestic long hair
2735,Pogo,canine,M,canaan
2736,Pogo,feline,M,domestic long hair
2737,Pokey,canine,M,canaan
2738,Pokey,feline,M,chinchilla
2739,Polly,canine,F,canaan
2740,Polly,feline,F,domestic shorthair
2741,Poncho,canine,M,canaan
2742,Poncho,feline,M,domestic shorthair
2743,Pongo,canine,M,canaan
2744,Pongo,feline,M,domestic long hair
2745,Pooch,canine,M,canaan
2746,Pooch,feline,M,domestic long hair
2747,Poochie,canine,M,irish terrier
2748,Poochie,feline,M,domestic shorthair
2749,Pooh,canine,M,small breed
2750,Pooh,feline,M,domestic long hair
2751,Pooh-bear,canine,M,canaan
2752,Pooh-bear,feline,M,angora
2753,Pookie,canine,F,canaan
2754,Pookie,feline,F,domestic long hair
2755,Pooky,canine,F,rottweiler
2756,Pooky,feline,F,domestic long hair
2757,Popcorn,canine,F,german shepherd
2758,Popcorn,feline,F,domestic long hair
2759,Poppy,canine,F,golden retriever
2760,Poppy,feline,F,domestic shorthair
2761,Porch,canine,F,canaan
2762,Porch,feline,F,domestic long hair
2763,Porkchop,canine,M,husky
2764,Porkchop,feline,M,domestic shorthair
2765,Porky,canine,M,canaan
2766,Porky,feline,M,domestic long hair
2767,Porter,canine,M,rottweiler
2768,Porter,feline,M,domestic shorthair
2769,Powder,canine,M,canaan
2770,Powder,feline,M,domestic shorthair
2771,Prancer,canine,M,canaan
2772,Prancer,feline,M,domestic long hair
2773,Precious,canine,F,canaan
2774,Precious,feline,F,domestic long hair
2775,Presley,canine,F,rottweiler
2776,Presley,feline,F,domestic long hair
2777,Pretty,canine,F,pitbull
2778,Pretty,feline,F,domestic shorthair
2779,Pretty-girl,canine,F,canaan
2780,Pretty-girl,feline,F,maine coon
2781,Prince,canine,M,saluki
2782,Prince,feline,M,british shorthair
2783,Princess,canine,F,maltese terrier
2784,Princess,feline,F,domestic shorthair
2785,Prissy,canine,F,canaan
2786,Prissy,feline,F,domestic long hair
2787,Puck,canine,M,husky
2788,Puck,feline,M,domestic shorthair
2789,Puddles,canine,M,canaan
2790,Puddles,feline,M,domestic shorthair
2791,Pudge,canine,M,doberman
2792,Pudge,feline,M,domestic shorthair
2793,Puffy,canine,M,rottweiler
2794,Puffy,feline,M,domestic shorthair
2795,Pugsley,canine,M,rottweiler
2796,Pugsley,feline,M,domestic long hair
2797,Pumpkin,canine,M,canaan
2798,Pumpkin,feline,M,domestic long hair
2799,Punkin,canine,M,canaan
2800,Punkin,feline,M,domestic shorthair
2801,Puppy,canine,M,belgian shepherd
2802,Puppy,feline,M,domestic long hair
2803,Purdy,canine,M,rottweiler
2804,Purdy,feline,M,domestic long hair
2805,Queen,canine,F,canaan
2806,Queen,feline,F,scottish fold
2807,Queenie,canine,F,canaan
2808,Queenie,feline,F,chinchilla
2809,Quincy,canine,F,rottweiler
2810,Quincy,feline,F,domestic long hair
2811,Quinn,canine,M,canaan
2812,Quinn,feline,M,domestic long hair
2813,Rags,canine,M,terrier
2814,Rags,feline,M,domestic long hair
2815,Raison,canine,M,canaan
2816,Raison,feline,M,angora
2817,Ralph,canine,M,canaan
2818,Ralph,feline,M,domestic long hair
2819,Ralphie,canine,M,canaan
2820,Ralphie,feline,M,domestic shorthair
2821,Rambler,canine,M,canaan
2822,Rambler,feline,M,domestic shorthair
2823,Rambo,canine,M,canaan
2824,Rambo,feline,M,domestic shorthair
2825,Ranger,canine,M,pitbull
2826,Ranger,feline,M,domestic shorthair
2827,Rascal,canine,M,canaan
2828,Rascal,feline,M,domestic long hair
2829,Raven,canine,F,canaan
2830,Raven,feline,F,domestic shorthair
2831,Rebel,canine,M,husky
2832,Rebel,feline,M,domestic long hair
2833,Red,canine,M,maltese terrier
2834,Red,feline,M,domestic long hair
2835,Reggie,canine,M,terrier
2836,Reggie,feline,M,siamese
2837,Reilly,canine,M,canaan
2838,Reilly,feline,M,domestic long hair
2839,Remy,canine,M,rottweiler
2840,Remy,feline,M,domestic long hair
2841,Rex,canine,M,canaan
2842,Rex,feline,M,domestic long hair
2843,Rexy,canine,M,canaan
2844,Rexy,feline,M,domestic long hair
2845,Rhett,canine,M,canaan
2846,Rhett,feline,M,domestic long hair
2847,Ricky,canine,M,canaan
2848,Ricky,feline,M,domestic long hair
2849,Rico,canine,M,canaan
2850,Rico,feline,M,domestic long hair
2851,Riggs,canine,M,canaan
2852,Riggs,feline,M,domestic long hair
2853,Riley,canine,M,german shepherd
2854,Riley,feline,M,domestic shorthair
2855,Rin Tin Tin,canine,M,canaan
2856,Rin Tin Tin,feline,M,domestic shorthair
2857,Ringo,canine,M,husky
2858,Ringo,feline,M,domestic long hair
2859,Ripley,canine,M,german shepherd
2860,Ripley,feline,M,domestic long hair
2861,Rocco,canine,M,canaan
2862,Rocco,feline,M,domestic long hair
2863,Rock,canine,M,canaan
2864,Rock,feline,M,domestic long hair
2865,Rocket,canine,M,canaan
2866,Rocket,feline,M,arabian mau
2867,Rocko,canine,M,canaan
2868,Rocko,feline,M,domestic long hair
2869,Rocky,canine,M,canaan
2870,Rocky,feline,M,domestic long hair
2871,Roland,canine,M,saluki
2872,Roland,feline,M,angora
2873,Rolex,canine,M,pitbull
2874,Rolex,feline,M,domestic long hair
2875,Rollie,canine,M,husky
2876,Rollie,feline,M,scottish fold
2877,Roman,canine,M,canaan
2878,Roman,feline,M,domestic long hair
2879,Romeo,canine,M,canaan
2880,Romeo,feline,M,domestic shorthair
2881,Rosa,canine,F,german shepherd
2882,Rosa,feline,F,domestic shorthair
2883,Roscoe,canine,M,rottweiler
2884,Roscoe,feline,M,shirazi
2885,Rosebud,canine,M,golden retriever
2886,Rosebud,feline,M,domestic shorthair
2887,Rosie,canine,F,canaan
2888,Rosie,feline,F,domestic shorthair
2889,Rosy,canine,F,samoyed
2890,Rosy,feline,F,burmilla
2891,Rover,canine,M,canaan
2892,Rover,feline,M,chinchilla
2893,Rowdy,canine,F,pitbull
2894,Rowdy,feline,F,domestic shorthair
2895,Roxanne,canine,F,canaan
2896,Roxanne,feline,F,british shorthair
2897,Roxie,canine,F,rottweiler
2898,Roxie,feline,F,angora
2899,Roxy,canine,F,canaan
2900,Roxy,feline,F,scottish fold
2901,Ruby,canine,F,maltese terrier
2902,Ruby,feline,F,domestic long hair
2903,Ruchus,canine,F,canaan
2904,Ruchus,feline,F,domestic long hair
2905,Rudy,canine,M,canaan
2906,Rudy,feline,M,domestic shorthair
2907,Ruffe,canine,M,canaan
2908,Ruffe,feline,M,domestic shorthair
2909,Ruffer,canine,M,canaan
2910,Ruffer,feline,M,domestic long hair
2911,Ruffles,canine,M,labrador
2912,Ruffles,feline,M,domestic long hair
2913,Rufus,canine,M,rottweiler
2914,Rufus,feline,M,domestic long hair
2915,Ruger,canine,M,pointer
2916,Ruger,feline,M,domestic shorthair
2917,Rusty,canine,M,canaan
2918,Rusty,feline,M,domestic long hair
2919,Ruthie,canine,F,cocker spaniel
2920,Ruthie,feline,F,domestic long hair
2921,Ryder,canine,F,canaan
2922,Ryder,feline,F,angora
2923,Sabine,canine,F,canaan
2924,Sabine,feline,F,domestic shorthair
2925,Sable,canine,F,canaan
2926,Sable,feline,F,domestic shorthair
2927,Sabrina,canine,F,canaan
2928,Sabrina,feline,F,siamese
2929,Sadie,canine,F,canaan
2930,Sadie,feline,F,domestic shorthair
2931,Sage,canine,M,canaan
2932,Sage,feline,M,chinchilla
2933,Sailor,canine,M,terrier
2934,Sailor,feline,M,domestic long hair
2935,Salem,canine,M,rottweiler
2936,Salem,feline,M,domestic long hair
2937,Sally,canine,F,husky
2938,Sally,feline,F,domestic long hair
2939,Salty,canine,F,labrador
2940,Salty,feline,F,domestic long hair
2941,Sam,canine,F,canaan
2942,Sam,feline,F,domestic shorthair
2943,Samantha,canine,F,canaan
2944,Samantha,feline,F,domestic long hair
2945,Sammy,canine,F,canaan
2946,Sammy,feline,F,domestic long hair
2947,Sampson,canine,M,canaan
2948,Sampson,feline,M,norwegian forest cat
2949,Samson,canine,M,rottweiler
2950,Samson,feline,M,british shorthair
2951,Sandy,canine,F,canaan
2952,Sandy,feline,F,domestic long hair
2953,Sara,canine,F,canaan
2954,Sara,feline,F,chinchilla
2955,Sarah,canine,F,canaan
2956,Sarah,feline,F,domestic shorthair
2957,Sarge,canine,M,canaan
2958,Sarge,feline,M,maine coon
2959,Sasha,canine,F,rottweiler
2960,Sasha,feline,F,domestic shorthair
2961,Sassie,canine,F,german shepherd
2962,Sassie,feline,F,domestic long hair
2963,Sassy,canine,F,canaan
2964,Sassy,feline,F,domestic shorthair
2965,Savannah,canine,F,maltese terrier
2966,Savannah,feline,F,domestic long hair
2967,Sawyer,canine,M,canaan
2968,Sawyer,feline,M,domestic shorthair
2969,Scarlett,canine,F,canaan
2970,Scarlett,feline,F,domestic shorthair
2971,Schotzie,canine,M,canaan
2972,Schotzie,feline,M,domestic long hair
2973,Schultz,canine,M,husky
2974,Schultz,feline,M,domestic shorthair
2975,Scoobie,canine,M,irish terrier
2976,Scoobie,feline,M,domestic long hair
2977,Scooby,canine,M,german shepherd
2978,Scooby,feline,M,domestic long hair
2979,Scooby-doo,canine,M,pomeranian
2980,Scooby-doo,feline,M,domestic long hair
2981,Scooter,canine,M,rottweiler
2982,Scooter,feline,M,domestic long hair
2983,Scottie,canine,M,canaan
2984,Scottie,feline,M,domestic long hair
2985,Scout,canine,M,rottweiler
2986,Scout,feline,M,domestic long hair
2987,Scrappy,canine,M,canaan
2988,Scrappy,feline,M,domestic long hair
2989,Scruffy,canine,M,german shepherd
2990,Scruffy,feline,M,scottish fold
2991,Sebastian,canine,M,rottweiler
2992,Sebastian,feline,M,scottish fold
2993,Shadow,canine,M,terrier
2994,Shadow,feline,M,chinchilla
2995,Shady,canine,M,canaan
2996,Shady,feline,M,domestic shorthair
2997,Shaggy,canine,M,samoyed
2998,Shaggy,feline,M,domestic long hair
2999,Shasta,canine,F,canaan
3000,Shasta,feline,F,domestic long hair
3001,Sheba,canine,F,canaan
3002,Sheba,feline,F,shirazi
3003,Sheena,canine,F,terrier
3004,Sheena,feline,F,domestic long hair
3005,Shelby,canine,M,canaan
3006,Shelby,feline,M,domestic shorthair
3007,Shelly,canine,F,rottweiler
3008,Shelly,feline,F,domestic shorthair
3009,Sherman,canine,M,canaan
3010,Sherman,feline,M,domestic long hair
3011,Shiloh,canine,M,doberman
3012,Shiloh,feline,M,domestic long hair
3013,Shiner,canine,M,canaan
3014,Shiner,feline,M,domestic shorthair
3015,Shorty,canine,M,canaan
3016,Shorty,feline,M,domestic shorthair
3017,Sienna,canine,F,golden retriever
3018,Sienna,feline,F,domestic long hair
3019,Sierra,canine,F,german shepherd
3020,Sierra,feline,F,angora
3021,Silky,canine,F,canaan
3022,Silky,feline,F,shirazi
3023,Silver,canine,M,rottweiler
3024,Silver,feline,M,domestic long hair
3025,Silvester,canine,M,canaan
3026,Silvester,feline,M,scottish fold
3027,Simba,canine,M,pointer
3028,Simba,feline,M,domestic long hair
3029,Simon,canine,M,saluki
3030,Simon,feline,M,domestic shorthair
3031,Simone,canine,F,maltese terrier
3032,Simone,feline,F,domestic long hair
3033,Sissy,canine,F,rottweiler
3034,Sissy,feline,F,domestic long hair
3035,Skeeter,canine,M,canaan
3036,Skeeter,feline,M,domestic long hair
3037,Skinny,canine,M,canaan
3038,Skinny,feline,M,domestic long hair
3039,Skip,canine,M,rottweiler
3040,Skip,feline,M,domestic long hair
3041,Skipper,canine,M,canaan
3042,Skipper,feline,M,domestic shorthair
3043,Skippy,canine,M,maltese terrier
3044,Skippy,feline,M,domestic long hair
3045,Skittles,canine,M,labrador
3046,Skittles,feline,M,domestic long hair
3047,Sky,canine,M,labrador
3048,Sky,feline,M,domestic long hair
3049,Skye,canine,F,canaan
3050,Skye,feline,F,scottish fold
3051,Skyler,canine,M,labrador
